full_name,sex,profession,hourly_salary,date_of_birth,weight,height,city_of_origin,last_seen,satisfaction_score,sleep_1,sleep_2,sleep_3
Christine Burgess,f,bookkeeper,15.9,5/25/63,92.0,197.0,Montreal,2208-02-15,0.6436781609195403,6.7,8.5,8.8
Thomas Kafka,m,plant worker,10.0,5/13/73,83.0,179.0,Melbourne,2208-02-18,0.47701149425287354,6.0,7.5,
Jeffrey Wright,m,clerk,16.5,8/1/85,89.0,174.0,Seattle,,0.9195402298850576,8.0,9.5,8.8
Stephen Griffin,m,electrician,14.0,11/21/86,90.0,186.0,Seattle,2208-02-21,,7.5,7.2,7.6
Nathan Golding,m,cashier,10.0,10/21/96,78.0,172.0,Brisbane,2208-02-23,0.5517241379310345,9.9,8.3,7.5
,f,gardener,9.5,6/27/89,89.0,166.0,Los Angeles,2208-02-17,0.48275862068965514,,8.2,8.9
Megan Griffin,f,police officer,14.2,10/7/92,78.0,192.0,Seattle,2208-02-21,0.7126436781609194,7.0,8.5,8.5
Samantha Weasley,f,electrician,14.0,4/19/91,94.0,195.0,Toronto,2208-02-13,0.8103448275862069,8.5,9.3,9.6
Debra Wilson,f,police officer,13.5,11/23/93,77.0,180.0,Seattle,2208-02-22,0.6781609195402298,7.8,7.8,8.2
Sara Lawrence,f,janitor,8.0,11/9/75,69.0,174.0,,2208-02-12,0.3735632183908046,8.1,8.8,8.9
Dylan Anderson,m,trader,15.0,10/27/80,72.0,187.0,Los Angeles,2208-02-20,0.7471264367816092,7.5,6.2,
Alice Taylor,f,gardener,9.8,2/27/61,70.0,189.0,Montreal,2208-02-15,0.339080459770115,7.5,7.8,8.0
Julie Fitzgerald,f,,16.0,8/7/63,65.0,164.0,Los Angeles,2208-02-12,0.6494252873563218,9.6,5.8,8.4
Juan Marquez,m,bartender,12.1,6/18/80,82.0,172.0,Toronto,2208-02-24,,7.0,8.9,8.6
Abigail Jackson,,trader,14.7,7/28/85,,194.0,,2208-02-24,0.8160919540229886,10.0,7.2,8.6
Doris Jones,f,cook,11.9,10/14/72,77.0,194.0,Birmingham,2208-02-17,0.5804597701149425,8.5,7.0,7.8
Deborah Jones,f,,15.5,3/15/80,83.0,163.0,Toronto,2208-02-24,0.8333333333333335,8.2,6.7,7.9
Joe Carry,m,cashier,10.0,1/26/83,81.0,166.0,New York,2208-02-15,0.47701149425287354,7.2,8.0,7.0
Sandra Wilson,f,electrician,14.2,5/18/80,68.0,193.0,London,2208-02-24,0.6436781609195402,7.7,7.4,8.6
Larry Granger,m,trader,15.5,1/6/81,77.0,173.0,Los Angeles,2208-02-13,0.839080459770115,6.4,8.0,8.0
Peter Wright,m,clerk,16.2,,86.0,,London,2208-02-23,0.9770114942528736,9.1,6.7,7.7
Angela Dreiser,,laborer,14.3,5/25/68,73.0,186.0,Sydney,2208-02-24,0.6379310344827587,8.3,9.0,7.1
Christian Mercury,m,developer,14.1,4/8/94,78.0,189.0,,2208-02-22,0.7758620689655171,9.8,8.9,7.6
Mark Robinson,m,janitor,8.0,4/12/78,67.0,163.0,London,2208-02-22,0.39080459770114945,,7.4,7.4
Joshua Clark,m,cashier,10.3,12/21/71,71.0,187.0,Melbourne,2208-02-21,0.48275862068965514,7.8,6.9,7.1
Joe Marquez,m,police officer,14.0,12/28/73,83.0,163.0,London,2208-02-24,0.6494252873563218,10.0,6.9,5.7
Sean Hernandez,m,,15.9,11/19/72,85.0,188.0,Manchester,2208-02-18,0.6954022988505747,8.9,9.1,8.2
Andrea Proust,f,server,10.0,10/5/86,80.0,187.0,Sydney,2208-02-20,0.5517241379310345,9.3,,8.1
Kelly O'Hara,f,cook,12.5,7/8/93,71.0,198.0,Melbourne,2208-02-18,0.6781609195402298,9.3,5.8,8.7
Timothy Martin,m,bookkeeper,16.2,6/5/80,78.0,183.0,New York,2208-02-13,0.8735632183908046,,6.8,8.0
Martha Thomas,f,developer,13.9,5/1/63,88.0,172.0,Sydney,2208-02-12,0.6436781609195403,7.6,7.5,7.7
Susan Lennon,f,developer,,11/16/62,79.0,186.0,Sydney,2208-02-13,0.6724137931034483,9.8,9.1,6.9
Karen Walker,f,bartender,12.2,11/6/72,73.0,193.0,New York,2208-02-15,0.5402298850574713,6.8,9.0,
Keith Huxley,m,carpenter,13.9,12/19/94,77.0,198.0,Los Angeles,2208-02-24,0.764367816091954,6.5,8.2,7.8
Sara Kafka,f,developer,13.5,11/18/81,91.0,161.0,Manchester,2208-02-22,0.7241379310344829,8.2,10.6,8.1
Judith Holmes,f,cashier,9.5,11/3/69,92.0,193.0,Birmingham,2208-02-24,0.425287356321839,6.5,9.4,10.7
Zachary Laurie,m,electrician,,4/16/67,80.0,165.0,Toronto,2208-02-20,0.614942528735632,,9.1,7.9
Ralph Bradbury,m,cook,12.2,5/4/64,72.0,165.0,Birmingham,2208-02-15,0.5517241379310345,10.4,7.7,8.0
Heather Williams,f,plant worker,10.0,8/12/82,91.0,165.0,London,2208-02-24,0.4137931034482759,8.6,8.3,8.6
Dennis Griffin,m,gardener,10.2,5/1/82,81.0,198.0,Brisbane,2208-02-23,0.5402298850574713,8.4,8.5,8.5
Martha Gallager,f,carpenter,13.8,11/10/61,91.0,169.0,Manchester,,0.5689655172413793,6.5,8.9,7.0
George Cobain,m,cashier,9.9,,85.0,192.0,,2208-02-24,0.39655172413793105,7.6,6.9,
Grace Fry,f,server,9.9,,90.0,165.0,Melbourne,2208-02-23,0.41954022988505746,6.7,8.9,7.2
Stephen Hall,m,clerk,15.8,9/16/96,65.0,191.0,New York,2208-02-23,0.8850574712643678,7.7,7.5,9.4
Janet Jackson,,laborer,14.5,1/6/99,74.0,176.0,Brisbane,2208-02-24,0.8850574712643678,8.4,8.6,8.7
Denise Weasley,f,janitor,8.0,7/20/64,94.0,163.0,New York,2208-02-14,0.3103448275862069,6.9,8.0,7.8
Diane Miller,f,bookkeeper,16.3,3/11/66,88.0,165.0,Vancouver,2208-02-24,0.6839080459770115,8.5,6.9,8.4
Diana Robinson,f,manager,12.0,8/4/61,,181.0,Sydney,2208-02-24,0.46551724137931033,7.3,8.0,9.0
Dorothy Garcia,f,gardener,9.5,7/6/89,85.0,179.0,Sydney,2208-02-18,0.5402298850574713,6.4,8.0,9.5
Helen Wilson,f,police officer,,9/2/83,75.0,178.0,Toronto,2208-02-24,0.6494252873563218,7.2,7.1,7.0
Bobby Heller,,bartender,12.0,3/16/78,71.0,178.0,London,2208-02-16,0.6206896551724138,7.3,7.2,7.7
Mary Fry,f,trader,15.0,6/12/93,94.0,176.0,,2208-02-20,,9.1,7.7,6.7
Debra Salinger,f,gardener,10.0,3/17/84,73.0,181.0,Manchester,,0.5402298850574713,9.1,8.1,7.9
Joan Johnson,f,electrician,14.3,11/9/73,84.0,175.0,Brisbane,2208-02-18,0.7241379310344829,8.8,7.4,9.7
George Orwell,m,laborer,14.0,6/11/72,92.0,188.0,,2208-02-21,0.7011494252873564,9.0,9.5,7.8
Ralph Rodriguez,m,hairdresser,15.0,5/7/92,79.0,179.0,Toronto,,0.7586206896551724,5.8,9.8,7.4
,f,server,10.2,3/15/95,75.0,196.0,Los Angeles,2208-02-17,0.5574712643678161,8.0,5.9,7.8
Nicholas McConaughey,m,police officer,,12/24/85,72.0,187.0,Birmingham,2208-02-23,0.632183908045977,7.4,7.4,6.9
Jason Woolf,m,electrician,,2/10/67,78.0,163.0,Vancouver,2208-02-18,0.5287356321839081,7.9,,8.6
Julia Rodriguez,f,cashier,10.2,7/5/61,79.0,166.0,Birmingham,2208-02-17,0.3620689655172414,8.3,,6.1
Jack Anderson,m,cashier,9.5,3/18/67,,198.0,London,2208-02-22,0.29885057471264365,8.2,8.0,7.8
Carol Jackson,f,police officer,13.5,10/25/82,84.0,178.0,Toronto,2208-02-24,0.6724137931034484,10.0,8.7,7.6
Janet Hall,f,manager,12.5,,,186.0,New York,2208-02-22,0.5804597701149424,6.2,6.5,7.3
Amber Perez,f,plant worker,9.8,3/25/70,88.0,197.0,,2208-02-18,0.4482758620689656,8.6,7.1,8.8
Linda Heller,f,cook,12.0,2/2/66,,175.0,Seattle,2208-02-24,0.5517241379310344,8.4,8.3,7.1
Dylan Waters,m,laborer,13.8,7/3/80,71.0,164.0,Melbourne,2208-02-24,0.7356321839080461,8.3,8.7,7.9
Abigail Hall,f,server,9.5,11/9/71,80.0,183.0,Melbourne,,0.43678160919540227,6.8,7.2,8.4
Heather Conrad,f,police officer,14.0,9/2/60,72.0,182.0,Birmingham,2208-02-16,0.5172413793103448,7.5,7.3,7.0
Kathryn Johnson,f,bookkeeper,16.2,,69.0,173.0,Los Angeles,2208-02-16,0.9022988505747126,7.4,9.5,5.9
Carol Wright,f,gardener,10.0,7/11/62,69.0,171.0,Toronto,2208-02-19,0.41379310344827586,9.0,8.1,7.6
Elizabeth Vonnegut,f,bookkeeper,16.0,5/28/73,73.0,199.0,,2208-02-21,,,8.8,6.3
,m,janitor,8.0,10/24/80,92.0,196.0,Birmingham,2208-02-23,0.4022988505747127,8.1,7.8,8.8
Judy Jagger,f,bartender,12.0,11/17/85,82.0,171.0,New York,2208-02-24,0.6609195402298851,5.9,9.5,7.9
Johnny Robinson,m,laborer,14.0,5/4/82,87.0,182.0,Vancouver,2208-02-22,0.7586206896551725,9.6,8.4,8.4
Brian Harris,m,manager,12.0,10/25/62,72.0,189.0,Manchester,2208-02-21,0.528735632183908,8.0,8.1,7.0
Jerry Laurie,m,trader,14.7,6/21/85,93.0,166.0,Birmingham,2208-02-22,0.8160919540229886,7.2,5.9,7.7
Maria Martin,f,cashier,10.3,12/9/66,79.0,194.0,Montreal,,0.3390804597701149,7.6,6.2,6.7
Robert Thompson,m,police officer,13.5,9/16/98,76.0,166.0,New York,2208-02-18,0.7068965517241379,6.5,7.6,9.5
Judy Morrison,f,laborer,13.5,5/7/62,94.0,174.0,Seattle,2208-02-24,0.6149425287356323,9.3,10.4,7.8
Carl Hansen,m,manager,11.7,12/1/77,71.0,161.0,Los Angeles,2208-02-21,0.48275862068965514,8.0,8.6,7.9
,f,janitor,8.2,5/9/61,79.0,180.0,Brisbane,2208-02-21,0.24712643678160917,8.3,7.9,7.6
Grace Wright,f,police officer,14.5,7/19/69,66.0,179.0,Brisbane,2208-02-23,,8.6,9.1,6.6
Carol Gonzalez,f,bartender,12.0,10/3/69,79.0,193.0,Los Angeles,2208-02-12,0.5689655172413792,7.3,8.2,10.4
Christina Harris,f,bookkeeper,16.0,4/27/68,89.0,192.0,,2208-02-24,0.7931034482758621,5.5,7.4,8.7
Tyler Clark,m,carpenter,13.5,10/6/95,70.0,190.0,Seattle,2208-02-15,0.689655172413793,9.0,8.5,9.1
Lawrence Hall,m,electrician,14.0,2/5/64,88.0,182.0,Brisbane,2208-02-16,0.5977011494252874,7.3,7.4,6.9
Diane Taylor,f,laborer,14.0,12/16/92,93.0,172.0,Birmingham,2208-02-20,0.7011494252873561,6.6,8.6,9.9
Theresa Smith,f,trader,14.8,10/1/88,90.0,192.0,Seattle,2208-02-24,0.7816091954022988,8.3,7.2,7.2
Evelyn Lee,f,janitor,7.9,8/28/66,90.0,162.0,Montreal,2208-02-24,0.25862068965517243,10.2,8.3,8.0
Natalie Vonnegut,f,carpenter,,3/4/86,68.0,178.0,New York,2208-02-21,0.810344827586207,8.9,7.9,8.5
Jacqueline Holmes,f,server,10.0,4/3/80,90.0,189.0,New York,2208-02-22,,8.5,,
,m,plant worker,10.0,11/27/64,67.0,189.0,London,2208-02-24,0.367816091954023,7.3,9.2,8.5
Catherine Hernandez,f,carpenter,13.5,7/27/65,76.0,162.0,Melbourne,2208-02-24,0.5747126436781609,7.3,7.0,8.1
Linda London,f,manager,11.5,2/24/88,67.0,181.0,Los Angeles,2208-02-24,0.5344827586206896,7.3,9.8,9.5
Michael Cobain,m,manager,11.5,5/15/86,87.0,199.0,Melbourne,2208-02-20,0.5804597701149424,6.8,6.8,
Austin Mercury,m,manager,12.1,2/25/88,90.0,172.0,Seattle,2208-02-21,0.6839080459770115,8.4,7.8,7.0
Patrick Dickens,m,clerk,16.2,1/3/94,66.0,169.0,Manchester,2208-02-22,0.8390804597701148,8.5,8.1,8.3
Samuel Walker,m,server,10.3,2/4/72,72.0,185.0,Toronto,,0.4885057471264368,8.7,7.3,7.2
Katherine Carry,f,hairdresser,15.0,12/16/94,,165.0,Toronto,2208-02-17,0.8850574712643678,8.9,4.5,8.6
Heather Martin,f,police officer,14.3,,67.0,199.0,Manchester,2208-02-24,0.706896551724138,6.3,8.2,6.5
,f,bartender,11.7,5/9/87,77.0,169.0,Sydney,2208-02-13,0.5977011494252874,7.3,8.4,8.4
Bryan Jagger,,electrician,14.0,10/11/86,72.0,187.0,Sydney,2208-02-24,,7.3,8.1,6.9
Diane Wilson,f,,,11/25/62,81.0,180.0,London,2208-02-17,0.557471264367816,8.3,9.0,9.2
Martha Wright,f,cook,,11/27/80,74.0,195.0,Melbourne,2208-02-24,0.5747126436781609,8.2,9.0,9.2
Hannah Salinger,f,janitor,8.0,12/8/71,72.0,194.0,Birmingham,2208-02-24,0.3505747126436782,6.9,6.8,7.1
Natalie Weasley,f,bartender,12.0,7/10/60,83.0,167.0,Montreal,2208-02-24,0.4597701149425287,7.4,6.9,8.0
Carolyn Waters,f,plant worker,9.5,9/2/67,81.0,178.0,New York,2208-02-14,0.3563218390804597,10.4,7.0,8.6
,m,manager,11.9,4/14/69,79.0,176.0,Vancouver,2208-02-17,0.44827586206896547,8.9,6.5,7.7
Mark Griffin,m,,11.9,7/17/61,90.0,190.0,Melbourne,2208-02-21,0.5172413793103448,7.8,7.3,7.6
Robert Huxley,m,trader,14.9,5/7/63,89.0,190.0,Seattle,2208-02-24,0.6436781609195403,7.6,8.0,9.2
Jessica Rodriguez,f,server,9.7,6/4/71,80.0,194.0,Vancouver,2208-02-22,0.3333333333333333,7.2,7.5,7.9
Kathleen Vonnegut,f,bartender,12.0,6/27/66,88.0,173.0,Toronto,2208-02-21,0.43678160919540227,8.3,7.4,9.1
Larry Dreiser,m,plant worker,10.5,5/16/71,77.0,189.0,Montreal,2208-02-16,0.4942528735632184,7.2,7.9,8.6
Alice Salinger,f,developer,13.8,9/13/80,87.0,174.0,,2208-02-23,0.7356321839080461,8.0,9.9,7.8
Noah Jones,m,manager,12.0,6/7/91,65.0,191.0,,2208-02-24,0.6954022988505747,8.0,8.4,6.9
Matthew Heller,m,bartender,12.0,5/24/95,67.0,175.0,Vancouver,2208-02-24,0.7183908045977011,6.9,6.8,7.9
Gregory Conrad,m,plant worker,10.0,10/12/73,78.0,176.0,,,0.41954022988505746,6.1,7.8,7.2
Julia Lewis,f,cashier,10.1,2/6/99,67.0,189.0,Los Angeles,2208-02-23,0.5172413793103449,8.8,7.7,
Sharon Carry,f,server,9.8,11/3/99,81.0,189.0,Vancouver,2208-02-24,0.5000000000000001,8.8,7.2,8.0
Brian Watson,m,cashier,10.2,12/21/73,,162.0,Vancouver,2208-02-17,0.4310344827586207,9.4,7.8,7.9
Jacqueline Mikkelsen,f,bookkeeper,15.9,9/22/60,70.0,179.0,Brisbane,2208-02-24,0.6264367816091954,8.6,6.2,7.1
Philip Robinson,m,cook,11.9,8/23/82,91.0,185.0,Brisbane,2208-02-23,0.5804597701149425,8.7,7.5,7.4
Matthew Thompson,m,carpenter,14.0,5/12/92,87.0,177.0,Seattle,2208-02-16,0.8160919540229885,,8.5,8.9
Keith Hemingway,m,cook,11.8,1/20/63,67.0,190.0,Brisbane,2208-02-22,0.40804597701149437,8.1,7.0,6.4
Arthur Robinson,m,server,10.3,4/28/93,89.0,185.0,Vancouver,2208-02-14,0.5517241379310345,7.1,7.5,6.1
Betty Huxley,f,bookkeeper,16.2,12/21/96,85.0,193.0,Seattle,2208-02-16,0.850574712643678,6.9,8.7,7.8
Willie Lawrence,m,cook,,11/16/79,90.0,187.0,London,2208-02-22,0.5574712643678162,9.6,8.0,7.9
Denise Taylor,f,cashier,10.3,6/11/82,92.0,174.0,Los Angeles,2208-02-14,0.5459770114942529,7.7,5.5,8.7
Christina Smith,f,developer,13.8,11/12/90,94.0,171.0,Montreal,2208-02-18,0.6781609195402298,7.8,,10.1
Gloria Harris,f,plant worker,10.1,2/21/84,87.0,184.0,Melbourne,2208-02-22,0.4885057471264368,8.6,8.7,7.7
Nicholas Potter,m,bookkeeper,15.8,10/5/63,65.0,194.0,Montreal,2208-02-15,0.6954022988505747,7.5,7.2,7.8
Amy Fitzgerald,f,developer,14.1,10/12/80,89.0,174.0,Toronto,2208-02-23,0.6954022988505747,7.4,9.7,9.9
Billy Woolf,m,carpenter,14.0,7/21/84,67.0,190.0,New York,2208-02-23,0.7701149425287357,5.8,8.1,7.6
Martha Orwell,f,carpenter,14.0,4/4/64,80.0,191.0,Melbourne,2208-02-15,0.5977011494252874,9.1,9.5,
Virginia Hall,f,cashier,9.8,4/21/77,71.0,171.0,Seattle,2208-02-22,0.3735632183908047,8.1,7.7,7.8
Judy Proust,,bookkeeper,15.8,8/23/82,,164.0,Brisbane,2208-02-19,0.8045977011494254,8.9,8.4,
Theresa Williams,f,bartender,12.0,,90.0,175.0,Sydney,2208-02-24,0.7183908045977011,9.9,7.8,8.6
Louis Jackson,,electrician,14.5,4/22/87,91.0,166.0,Seattle,2208-02-14,,8.7,7.1,7.4
Sara Johnson,f,janitor,8.2,10/11/77,93.0,174.0,Vancouver,2208-02-23,0.396551724137931,7.7,9.0,
Stephanie Marquez,f,cook,,8/2/69,78.0,191.0,Vancouver,2208-02-12,0.5517241379310344,8.4,,8.5
Cynthia Wilson,f,bookkeeper,16.0,9/12/86,85.0,187.0,Birmingham,2208-02-21,0.896551724137931,8.2,8.4,8.0
Paul Robinson,m,trader,15.0,1/24/89,82.0,192.0,Birmingham,2208-02-15,0.7988505747126436,6.7,7.5,7.6
Robert Hemingway,m,server,9.8,2/26/86,88.0,177.0,Birmingham,2208-02-17,0.4252873563218391,7.2,7.1,8.0
,m,laborer,14.0,1/9/79,65.0,171.0,Montreal,2208-02-24,,8.1,7.2,8.5
Andrew Carry,m,police officer,14.0,2/19/72,85.0,194.0,Los Angeles,2208-02-12,0.586206896551724,8.2,8.1,6.6
Virginia Heller,f,electrician,14.0,6/20/79,87.0,178.0,Brisbane,2208-02-24,,6.3,9.2,7.0
Kelly Joyce,f,plant worker,10.0,4/14/82,93.0,183.0,Vancouver,2208-02-24,0.471264367816092,6.5,6.6,8.7
Katherine Morrison,f,,10.0,3/5/72,83.0,196.0,Sydney,2208-02-24,0.3563218390804598,7.1,7.0,8.4
Evelyn Miller,f,police officer,14.2,10/3/93,85.0,171.0,Los Angeles,2208-02-24,0.718390804597701,7.9,6.5,7.6
Johnny Walker,m,cook,12.0,7/2/82,75.0,182.0,London,2208-02-23,0.5287356321839081,8.9,7.9,6.2
Brian Lee,m,server,10.0,10/16/95,82.0,177.0,Sydney,2208-02-13,0.4885057471264368,8.2,8.0,7.7
,f,carpenter,13.5,6/4/70,89.0,172.0,New York,2208-02-15,0.6609195402298851,9.3,7.0,6.4
Willie Huxley,m,janitor,7.9,6/25/85,67.0,175.0,London,2208-02-24,0.3103448275862069,6.3,7.8,7.9
Alexander Martinez,m,janitor,7.5,7/25/70,78.0,196.0,New York,2208-02-16,0.2011494252873563,8.5,6.7,8.1
Victoria Brown,f,janitor,8.5,3/20/63,78.0,169.0,Sydney,2208-02-15,0.21839080459770116,8.4,8.8,8.9
Pamela Hernandez,f,bookkeeper,16.1,4/17/67,78.0,185.0,Birmingham,,0.7931034482758621,8.5,7.0,7.8
Walter White,m,cook,11.5,5/26/94,68.0,175.0,Brisbane,2208-02-14,0.6839080459770115,10.3,7.8,8.6
Grace Roth,f,trader,14.9,8/7/78,75.0,190.0,Brisbane,2208-02-23,0.6724137931034483,9.4,8.7,9.2
Albert Laurie,m,,16.0,4/19/96,79.0,189.0,Montreal,2208-02-24,0.896551724137931,6.8,9.1,7.7
Gabriel London,m,developer,14.0,11/7/89,75.0,197.0,Toronto,2208-02-12,0.7413793103448275,9.0,7.8,8.9
Donald Kafka,m,bookkeeper,16.0,6/25/97,68.0,178.0,Brisbane,2208-02-24,0.9022988505747127,7.6,7.9,8.4
Carl Walker,m,police officer,13.8,12/4/84,70.0,172.0,New York,2208-02-20,0.7586206896551726,5.7,7.8,7.9
Gloria Walker,f,trader,15.3,7/7/67,67.0,174.0,Montreal,2208-02-24,0.6321839080459769,8.1,9.0,7.8
Bruce Kafka,m,laborer,14.0,10/6/64,70.0,187.0,Los Angeles,2208-02-12,0.5402298850574713,7.7,8.3,8.3
Joan Hall,f,manager,12.5,7/18/96,,165.0,Vancouver,2208-02-24,0.6954022988505747,5.7,7.0,8.3
Christian McConaughey,m,cook,12.3,10/15/63,,163.0,New York,,0.4367816091954023,8.3,8.9,7.4
Louis Roth,m,bookkeeper,16.5,10/27/98,68.0,180.0,Los Angeles,2208-02-15,0.9367816091954022,8.0,8.3,6.7
Steven Fry,m,bookkeeper,16.0,11/9/66,93.0,169.0,Vancouver,2208-02-15,0.6666666666666666,8.4,7.9,6.7
Keith Heller,m,janitor,7.5,11/23/67,89.0,191.0,Toronto,2208-02-14,0.18390804597701146,8.1,9.0,7.3
Michael Hemingway,m,carpenter,14.2,,86.0,165.0,Los Angeles,2208-02-18,0.7758620689655171,,6.8,7.6
,m,laborer,,3/1/80,84.0,175.0,Melbourne,2208-02-23,0.7011494252873564,6.6,7.9,7.2
Kimberly Lennon,f,electrician,14.0,7/21/60,79.0,175.0,Birmingham,2208-02-24,0.5172413793103448,8.9,8.8,7.9
Carol Bradbury,,developer,14.1,2/20/97,90.0,183.0,Birmingham,2208-02-20,0.793103448275862,8.0,,8.2
Julia White,f,janitor,8.0,9/26/86,73.0,195.0,Toronto,2208-02-13,0.32183908045977017,9.8,7.9,7.4
Kevin Hernandez,m,clerk,16.5,1/16/94,82.0,178.0,Vancouver,2208-02-20,0.9712643678160919,9.1,7.3,7.5
Heather Orwell,f,developer,13.5,12/16/65,81.0,196.0,Montreal,2208-02-20,0.632183908045977,7.2,6.5,8.7
Bryan Joyce,m,police officer,14.0,3/11/78,80.0,197.0,London,2208-02-19,0.735632183908046,7.0,8.3,7.6
Theresa Martinez,f,bartender,,9/3/95,,,Toronto,2208-02-24,0.7298850574712644,6.9,9.0,9.1
Dennis Fitzgerald,m,bookkeeper,16.0,7/14/68,90.0,186.0,London,2208-02-21,0.7931034482758621,7.3,7.3,8.5
Paul London,m,bookkeeper,,12/13/95,86.0,173.0,Brisbane,2208-02-17,0.9540229885057472,7.2,7.9,
Jose Laurie,m,trader,14.7,9/22/68,75.0,161.0,London,2208-02-24,0.7183908045977011,6.6,7.5,9.2
Mark Granger,m,developer,14.0,8/24/99,94.0,185.0,Melbourne,2208-02-17,0.7988505747126436,8.4,6.5,6.7
Willie Davis,m,electrician,14.0,10/5/62,85.0,189.0,Los Angeles,2208-02-13,0.5287356321839081,8.2,7.9,9.7
Julia Proust,f,plant worker,10.1,6/2/78,65.0,184.0,Brisbane,2208-02-21,0.4540229885057471,7.9,6.9,6.8
Kevin Jones,m,developer,14.3,6/12/65,87.0,172.0,Toronto,2208-02-24,0.6206896551724138,6.1,8.4,8.1
Sophia Wilson,f,police officer,14.1,7/12/95,,170.0,Brisbane,2208-02-21,0.7241379310344827,7.5,6.9,8.0
Christine Taylor,f,carpenter,14.0,,69.0,160.0,Seattle,2208-02-24,0.6436781609195402,10.2,5.7,6.4
Nicholas Nabokov,m,plant worker,10.0,7/24/73,,,Vancouver,2208-02-23,0.41954022988505746,7.3,6.5,8.6
Russell Radcliffe,m,clerk,16.1,2/11/77,80.0,198.0,Manchester,2208-02-24,0.7931034482758621,8.9,8.3,8.6
Denise Rodriguez,f,electrician,13.7,6/23/77,67.0,179.0,New York,2208-02-23,0.7126436781609196,7.4,9.1,8.6
Cynthia Burgess,f,trader,15.1,4/8/79,88.0,196.0,New York,2208-02-24,0.8045977011494254,9.0,9.0,9.2
Joseph Joyce,m,cashier,10.1,2/13/78,75.0,,New York,2208-02-24,0.5114942528735632,8.7,7.3,8.5
Kimberly Radcliffe,f,trader,14.9,3/8/63,79.0,166.0,New York,2208-02-22,0.5862068965517242,8.6,6.6,11.6
Julia Joyce,f,electrician,13.8,8/18/65,80.0,162.0,New York,,0.5919540229885059,6.9,8.2,9.0
Jessica Kafka,f,police officer,13.7,10/2/61,81.0,160.0,Brisbane,2208-02-22,0.6206896551724137,8.8,8.8,7.9
Susan Brown,f,bartender,12.0,1/5/93,91.0,167.0,Montreal,2208-02-24,0.6494252873563218,9.0,7.1,7.4
Hannah Mikkelsen,f,janitor,7.9,8/23/63,78.0,185.0,Sydney,2208-02-24,0.2988505747126437,6.9,8.5,8.5
Martha Dreiser,f,gardener,10.3,10/3/61,86.0,178.0,,2208-02-13,0.3103448275862069,8.8,7.4,7.6
,f,cook,11.8,6/27/96,88.0,180.0,Los Angeles,2208-02-12,0.5977011494252874,8.7,8.2,7.9
Willie Hemingway,m,plant worker,9.9,1/3/80,74.0,,Sydney,2208-02-12,,5.9,,9.0
,f,cashier,10.0,5/10/93,94.0,181.0,Vancouver,2208-02-24,0.5344827586206896,7.8,8.6,8.3
Noah Robinson,m,bartender,12.0,3/11/74,89.0,192.0,London,2208-02-14,0.48275862068965514,7.6,7.4,5.9
Joshua Hemingway,m,bookkeeper,15.5,3/9/94,70.0,,Manchester,2208-02-15,0.7988505747126436,8.9,8.7,11.3
Keith Lee,m,electrician,13.8,4/18/87,68.0,177.0,Toronto,2208-02-19,0.7183908045977011,7.6,8.6,8.7
Ryan Jagger,m,carpenter,14.5,10/16/95,84.0,178.0,Toronto,2208-02-24,0.8045977011494252,9.8,7.5,7.7
,f,manager,11.5,8/17/66,,187.0,Montreal,2208-02-16,0.40804597701149414,7.2,8.2,7.9
Jordan Nabokov,m,electrician,14.0,8/1/80,72.0,194.0,Montreal,2208-02-24,0.6321839080459769,9.0,10.0,
Anna Garcia,f,manager,12.1,8/21/73,89.0,182.0,Brisbane,2208-02-13,0.5402298850574713,6.2,8.7,6.9
Tyler Garcia,m,bartender,12.0,9/23/95,78.0,177.0,Montreal,2208-02-24,0.7183908045977011,6.2,8.7,8.3
Nicholas Taylor,m,trader,15.0,4/14/67,87.0,184.0,Birmingham,2208-02-19,0.7298850574712644,8.5,7.6,6.1
Stephanie Anderson,f,manager,12.0,10/25/70,68.0,168.0,London,2208-02-24,0.5172413793103448,8.4,8.0,
Vincent Marquez,m,janitor,8.1,7/21/84,75.0,165.0,Manchester,2208-02-24,0.31609195402298845,8.0,8.3,9.4
Elizabeth Perez,f,server,9.7,2/7/91,,181.0,Montreal,2208-02-24,0.5632183908045977,7.8,8.7,7.7
Elizabeth Bradbury,f,developer,13.7,7/17/84,,187.0,London,2208-02-14,0.6379310344827586,9.0,,7.4
Katherine Lewis,f,trader,,1/19/75,83.0,196.0,Brisbane,2208-02-12,0.764367816091954,9.3,7.0,8.6
Marie Banner,f,cashier,10.1,10/27/87,70.0,181.0,Montreal,2208-02-17,0.4482758620689655,8.1,7.7,8.8
Tyler Lawrence,m,trader,15.0,,,168.0,Seattle,2208-02-24,0.7068965517241379,6.9,8.7,7.8
John Nabokov,m,bartender,11.7,10/24/96,,167.0,London,2208-02-22,0.5919540229885056,7.6,7.0,7.2
Rose Lewis,f,cashier,10.3,4/21/79,82.0,185.0,Sydney,2208-02-20,0.4137931034482759,7.7,9.1,8.0
Joshua Lopez,m,manager,11.8,12/11/61,93.0,171.0,Vancouver,2208-02-19,0.39655172413793116,7.3,7.3,7.9
Danielle Cobain,f,bartender,12.0,7/17/98,82.0,161.0,London,2208-02-19,0.6781609195402298,9.0,,7.9
Edward Hemingway,m,bartender,12.0,8/1/80,70.0,199.0,Birmingham,2208-02-22,0.5747126436781609,8.5,7.1,7.7
